Text Inputs : Specimen label,"G3NE_DRY"
"36.45000","-9.07562","-179.24290"
"36.50000","-9.08813","-179.32495"
"36.55000","-9.10047","-179.34382"
"36.60000","-9.11313","-179.41769"
"36.65000","-9.12578","-179.47830"
"36.70000","-9.13797","-179.51123"
"36.75000","-9.15078","-179.56456"
"36.80000","-9.16281","-179.62605"
"36.85000","-9.17531","-179.67518"
"36.90000","-9.18797","-179.76232"
"36.95000","-9.20016","-179.79147"
"37.00000","-9.21281","-179.84981"
"37.05000","-9.22516","-179.91310"
"37.10000","-9.23750","-179.95277"
"37.15000","-9.24984","-180.00521"
"37.20000","-9.26250","-180.04084"
"37.25000","-9.27484","-180.09814"
"37.30000","-9.28734","-180.13259"
"37.35000","-9.30000","-180.18750"
"37.40000","-9.31219","-180.22850"
"37.45000","-9.32484","-180.31871"
"37.50000","-9.33719","-180.38403"
"37.55000","-9.34953","-180.41691"
"37.60000","-9.36219","-180.47426"
"37.65000","-9.37438","-180.51500"
"37.70000","-9.38703","-180.61083"
"37.75000","-9.39937","-180.66613"
"37.80000","-9.41172","-180.66479"
"37.85000","-9.42438","-180.71121"
"37.90000","-9.43688","-180.77310"
"37.95000","-9.44937","-180.81998"
"38.00000","-9.46188","-180.85280"
"38.05000","-9.47422","-180.86432"
"38.10000","-9.48656","-180.88870"
"38.15000","-9.49906","-180.98842"
"38.20000","-9.51141","-180.97127"
"38.25000","-9.52391","-181.02594"
"38.30000","-9.53656","-181.06865"
"38.35000","-9.54859","-181.08917"
"38.40000","-9.56125","-181.11233"
"38.45000","-9.57391","-181.13481"
"38.50000","-9.58609","-181.13296"
"38.55000","-9.59891","-181.19626"
"38.60000","-9.61125","-181.23174"
"38.65000","-9.62359","-181.22798"
"38.70000","-9.63609","-181.30504"
"38.75000","-9.64844","-181.33888"
"38.80000","-9.66094","-181.41458"
"38.85000","-9.67359","-181.45522"
"38.90000","-9.68594","-181.47653"
"38.95000","-9.69828","-181.49065"
"39.00000","-9.71078","-181.56480"
"39.05000","-9.72313","-181.54783"
"39.10000","-9.73563","-181.58771"
"39.15000","-9.74828","-181.63573"
"39.20000","-9.76047","-181.60909"
"39.25000","-9.77312","-181.67237"
"39.30000","-9.78531","-181.63394"
"39.35000","-9.79781","-181.65696"
"39.40000","-9.81047","-181.72929"
"39.45000","-9.82266","-181.73907"
"39.50000","-9.83516","-181.74207"
"39.55000","-9.84766","-181.75408"
"39.60000","-9.86000","-181.78022"
"39.65000","-9.87234","-181.83745"
"39.70000","-9.88500","-181.83324"
"39.75000","-9.89719","-181.84673"
"39.80000","-9.90969","-181.86746"
"39.85000","-9.92250","-181.91110"
"39.90000","-9.93469","-181.87970"
"39.95000","-9.94719","-181.94063"
"40.00000","-9.95969","-181.95752"
"40.05000","-9.97203","-181.93439"
"40.10000","-9.98469","-182.00621"
"40.15000","-9.99688","-182.00044"
"40.20000","-10.00938","-182.02519"
"40.25000","-10.02203","-182.05741"
"40.30000","-10.03422","-182.04374"
"40.35000","-10.04688","-182.12983"
"40.40000","-10.05938","-182.10802"
"40.45000","-10.07188","-182.09692"
"40.50000","-10.08437","-182.15280"
"40.55000","-10.09672","-182.11665"
"40.60000","-10.10906","-182.15071"
"40.65000","-10.12156","-182.19333"
"40.70000","-10.13406","-182.17657"
"40.75000","-10.14641","-182.18318"
"40.80000","-10.15906","-182.26936"
"40.85000","-10.17125","-182.25376"
"40.90000","-10.18359","-182.25178"
"40.95000","-10.19641","-182.27637"
"41.00000","-10.20859","-182.29218"
"41.05000","-10.22125","-182.28251"
"41.10000","-10.23375","-182.29673"
"41.15000","-10.24594","-182.27465"
"41.20000","-10.25859","-182.29151"
"41.25000","-10.27094","-182.30388"
"41.30000","-10.28344","-182.30818"
"41.35000","-10.29594","-182.32590"
"41.40000","-10.30828","-182.32832"
"41.45000","-10.32063","-182.33158"
"41.50000","-10.33313","-182.35385"
"41.55000","-10.34547","-182.33992"
"41.60000","-10.35797","-182.35339"
"41.65000","-10.37078","-182.37757"
"41.70000","-10.38281","-182.30874"
"41.75000","-10.39547","-182.32899"
"41.80000","-10.40797","-182.33551"
"41.85000","-10.42016","-182.32666"
"41.90000","-10.43281","-182.36419"
"41.95000","-10.44516","-182.34737"
"42.00000","-10.45750","-182.33316"
"42.05000","-10.47016","-182.34627"
"42.10000","-10.48250","-182.36592"
"42.15000","-10.49484","-182.32970"
"42.20000","-10.50750","-182.32083"
"42.25000","-10.51984","-182.31273"
"42.30000","-10.53234","-182.34197"
"42.35000","-10.54516","-182.33711"
"42.40000","-10.55719","-182.28207"
"42.45000","-10.56969","-182.30490"
"42.50000","-10.58219","-182.32465"
"42.55000","-10.59438","-182.32439"
"42.60000","-10.60719","-182.34152"
"42.65000","-10.61937","-182.32068"
"42.70000","-10.63188","-182.32431"
"42.75000","-10.64469","-182.32523"
"42.80000","-10.65672","-182.27506"
"42.85000","-10.66937","-182.31232"
"42.90000","-10.68203","-182.31887"
"42.95000","-10.69422","-182.27132"
"43.00000","-10.70672","-182.29295"
"43.05000","-10.71937","-182.28333"
"43.10000","-10.73141","-182.23485"
"43.15000","-10.74406","-182.26704"
"43.20000","-10.75656","-182.29965"
"43.25000","-10.76875","-182.29123"
"43.30000","-10.78156","-182.27495"
"43.35000","-10.79375","-182.23854"
"43.40000","-10.80609","-182.18834"
"43.45000","-10.81891","-182.22515"
"43.50000","-10.83109","-182.20469"
"43.55000","-10.84375","-182.18003"
"43.60000","-10.85625","-182.21419"
"43.65000","-10.86844","-182.14520"
"43.70000","-10.88094","-182.14762"
"43.75000","-10.89344","-182.12911"
"43.80000","-10.90594","-182.13509"
"43.85000","-10.91844","-182.10018"
"43.90000","-10.93078","-182.05134"
"43.95000","-10.94313","-182.03883"
"44.00000","-10.95563","-182.05866"
"44.05000","-10.96797","-182.04035"
"44.10000","-10.98047","-182.04905"
"44.15000","-10.99328","-182.07554"
"44.20000","-11.00531","-181.97807"
"44.25000","-11.01797","-181.95191"
"44.30000","-11.03063","-181.94502"
"44.35000","-11.04250","-181.87268"
"44.40000","-11.05531","-181.92798"
"44.45000","-11.06781","-181.88024"
"44.50000","-11.08000","-181.91660"
"44.55000","-11.09266","-181.89142"
"44.60000","-11.10484","-181.89289"
"44.65000","-11.11719","-181.86741"
"44.70000","-11.12984","-181.86674"
"44.75000","-11.14234","-181.84429"
"44.80000","-11.15484","-181.79601"
"44.85000","-11.16766","-181.78498"
"44.90000","-11.17969","-181.71584"
"44.95000","-11.19203","-181.68574"
"45.00000","-11.20484","-181.66998"
"45.05000","-11.21688","-181.58607"
"45.10000","-11.22969","-181.64545"
"45.15000","-11.24203","-181.59170"
"45.20000","-11.25422","-181.51762"
"45.25000","-11.26703","-181.55621"
"45.30000","-11.27906","-181.46366"
"45.35000","-11.29172","-181.47392"
"45.40000","-11.30453","-181.45621"
"45.45000","-11.31672","-181.37116"
"45.50000","-11.32922","-181.35324"
"45.55000","-11.34188","-181.31819"
"45.60000","-11.35406","-181.28484"
"45.65000","-11.36656","-181.29595"
"45.70000","-11.37922","-181.24035"
"45.75000","-11.39125","-181.17381"
"45.80000","-11.40391","-181.17433"
"45.85000","-11.41641","-181.13757"
"45.90000","-11.42828","-181.05326"
"45.95000","-11.44125","-181.11942"
"46.00000","-11.45359","-181.06394"
"46.05000","-11.46609","-181.04170"
"46.10000","-11.47891","-180.99962"
"46.15000","-11.49094","-180.89937"
"46.20000","-11.50344","-180.88290"
"46.25000","-11.51609","-180.87661"
"46.30000","-11.52828","-180.80682"
"46.35000","-11.54094","-180.76552"
"46.40000","-11.55344","-180.72309"
"46.45000","-11.56562","-180.66455"
"46.50000","-11.57812","-180.65540"
"46.55000","-11.59047","-180.59490"
"46.60000","-11.60281","-180.53722"
"46.65000","-11.61578","-180.50291"
"46.70000","-11.62797","-180.42430"
"46.75000","-11.64031","-180.40933"
"46.80000","-11.65313","-180.41702"
"46.85000","-11.66500","-180.32080"
"46.90000","-11.67766","-180.30595"
"46.95000","-11.69031","-180.32774"
"47.00000","-11.70250","-180.22897"
"47.05000","-11.71516","-180.23724"
"47.10000","-11.72750","-180.16718"
"47.15000","-11.73969","-180.11395"
"47.20000","-11.75250","-180.06867"
"47.25000","-11.76484","-180.02704"
"47.30000","-11.77719","-179.93683"
"47.35000","-11.79000","-179.94558"
"47.40000","-11.80219","-179.83966"
"47.45000","-11.81453","-179.82725"
"47.50000","-11.82734","-179.82414"
"47.55000","-11.83937","-179.76500"
"47.60000","-11.85203","-179.73838"
"47.65000","-11.86469","-179.70840"
"47.70000","-11.87656","-179.57734"
"47.75000","-11.88937","-179.59820"
"47.80000","-11.90172","-179.52733"
"47.85000","-11.91406","-179.50989"
"47.90000","-11.92688","-179.43971"
"47.95000","-11.93922","-179.35261"
"48.00000","-11.95172","-179.34093"
"48.05000","-11.96438","-179.31610"
"48.10000","-11.97641","-179.23394"
"48.15000","-11.98891","-179.18963"
"48.20000","-12.00172","-179.17207"
"48.25000","-12.01375","-179.07606"
"48.30000","-12.02625","-179.04632"
"48.35000","-12.03891","-178.99312"
"48.40000","-12.05094","-178.89231"
"48.45000","-12.06375","-178.89306"
"48.50000","-12.07609","-178.80695"
"48.55000","-12.08844","-178.73516"
"48.60000","-12.10141","-178.73397"
"48.65000","-12.11344","-178.61666"
"48.70000","-12.12594","-178.57930"
"48.75000","-12.13859","-178.49013"
"48.80000","-12.15078","-178.41348"
"48.85000","-12.16328","-178.43995"
"48.90000","-12.17594","-178.39883"
"48.95000","-12.18797","-178.32153"
"49.00000","-12.20063","-178.25436"
"49.05000","-12.21312","-178.20571"
"49.10000","-12.22531","-178.16773"
"49.15000","-12.23813","-178.09035"
"49.20000","-12.25063","-177.98340"
"49.25000","-12.26266","-177.95393"
"49.30000","-12.27563","-177.94250"
"49.35000","-12.28750","-177.84482"
"49.40000","-12.30000","-177.77154"
"49.45000","-12.31297","-177.71490"
"49.50000","-12.32500","-177.58740"
"49.55000","-12.33750","-177.57755"
"49.60000","-12.35016","-177.53901"
"49.65000","-12.36219","-177.46605"
"49.70000","-12.37484","-177.43468"
"49.75000","-12.38750","-177.40136"
"49.80000","-12.39969","-177.33084"
"49.85000","-12.41234","-177.30223"
"49.90000","-12.42484","-177.24216"
"49.95000","-12.43703","-177.20770"
"50.00000","-12.44984","-177.18077"
"50.05000","-12.46188","-177.05865"
"50.10000","-12.47453","-177.03798"
"50.15000","-12.48734","-177.01888"
"50.20000","-12.49922","-176.90983"
"50.25000","-12.51188","-176.93304"
"50.30000","-12.52437","-176.85385"
"50.35000","-12.53656","-176.79412"
"50.40000","-12.54938","-176.77164"
"50.45000","-12.56188","-176.73720"
"50.50000","-12.57422","-176.67433"
"50.55000","-12.58687","-176.70138"
"50.60000","-12.59906","-176.59839"
"50.65000","-12.61141","-176.55887"
"50.70000","-12.62422","-176.53668"
"50.75000","-12.63641","-176.47222"
"50.80000","-12.64875","-176.44936"
"50.85000","-12.66156","-176.42859"
"50.90000","-12.67359","-176.32641"
"50.95000","-12.68609","-176.29186"
"51.00000","-12.69875","-176.26705"
"51.05000","-12.71094","-176.14592"
"51.10000","-12.72375","-176.15523"
"51.15000","-12.73594","-176.05230"
"51.20000","-12.74844","-176.02067"
"51.25000","-12.76094","-176.00294"
"51.30000","-12.77328","-175.90873"
"51.35000","-12.78562","-175.89502"
"51.40000","-12.79828","-175.79587"
"51.45000","-12.81063","-175.77562"
"51.50000","-12.82297","-175.76087"
"51.55000","-12.83563","-175.73157"
"51.60000","-12.84781","-175.63408"
"51.65000","-12.86047","-175.51981"
"51.70000","-12.87313","-175.45169"
"51.75000","-12.88516","-175.33118"
"51.80000","-12.89797","-175.32883"
"51.85000","-12.91016","-175.23734"
"51.90000","-12.92344","-53.68446"
"51.95000","-12.93594","7.91881"
"52.00000","-12.94781","1.28617"
"52.05000","-12.96016","1.52638"
"52.10000","-12.97266","1.56347"
"52.15000","-12.98484","1.59583"
"52.20000","-12.99734","1.61170"
"52.25000","-13.00984","1.57228"
"52.30000","-13.02219","1.53982"
"52.35000","-13.03484","1.55642"
"52.40000","-13.04750","1.59483"
"52.45000","-13.05953","1.56616"
"52.50000","-13.07219","1.57730"
"52.55000","-13.08453","1.58278"
"52.60000","-13.09688","1.58137"
"52.65000","-13.10969","1.57391"
"52.70000","-13.12172","1.59808"
"52.75000","-13.13422","1.58148"
"52.80000","-13.14703","1.56757"
"52.85000","-13.15906","1.56416"
"52.90000","-13.17172","1.57052"
"52.95000","-13.18438","1.56827"
"53.00000","-13.19672","1.57650"
"53.05000","-13.20938","1.57606"
"53.10000","-13.22172","1.56612"
"53.15000","-13.23391","1.58130"
"53.20000","-13.24656","1.59792"
"53.25000","-13.25891","1.57332"
"53.30000","-13.27125","1.57397"
"53.35000","-13.28391","1.58447"
"53.40000","-13.29609","1.58974"
"53.45000","-13.30844","1.60584"
"53.50000","-13.32125","1.62717"
"53.55000","-13.33328","1.61927"
"53.60000","-13.34609","1.57964"
"53.65000","-13.35859","1.59215"
"53.70000","-13.37094","1.61106"
"53.75000","-13.38359","1.58328"
"53.80000","-13.39578","1.59844"
"53.85000","-13.40828","1.62043"
"53.90000","-13.42078","1.62398"
"53.95000","-13.43312","1.62597"
"54.00000","-13.44547","1.60252"
"54.05000","-13.45813","1.60727"
"54.10000","-13.47031","1.60840"
"54.15000","-13.48281","1.59612"
"54.20000","-13.49562","1.62335"
"54.25000","-13.50781","1.62099"
"54.30000","-13.52047","1.60842"
"54.35000","-13.53281","1.60860"
"54.40000","-13.54500","1.59141"
"54.45000","-13.55766","1.59219"
"54.50000","-13.57000","1.62317"
"54.55000","-13.58250","1.60961"
"54.60000","-13.59500","1.60214"
"54.65000","-13.60734","1.60891"
"54.70000","-13.61984","1.60570"
"54.75000","-13.63234","1.61609"
"54.80000","-13.64484","1.60732"
"54.85000","-13.65719","1.61020"
"54.90000","-13.66984","1.58154"
"54.95000","-13.68203","1.60213"
"55.00000","-13.69453","1.61430"
"55.05000","-13.70719","1.58575"
"55.10000","-13.71938","1.58416"
"55.15000","-13.73219","1.60913"
"55.20000","-13.74437","1.61502"
"55.25000","-13.75672","1.60219"
"55.30000","-13.76922","1.59420"
"55.35000","-13.78141","1.59827"
"55.40000","-13.79422","1.62288"
"55.45000","-13.80687","1.62200"
"55.50000","-13.81922","1.59088"
"55.55000","-13.83172","1.58910"
"55.60000","-13.84422","1.60760"
"55.65000","-13.85641","1.62951"
"55.70000","-13.86891","1.60920"
"55.75000","-13.88141","1.58683"
"55.80000","-13.89359","1.61851"
"55.85000","-13.90625","1.62558"
"55.90000","-13.91875","1.59445"
"55.95000","-13.93094","1.58489"
"56.00000","-13.94359","1.61076"
"56.05000","-13.95594","1.59837"
"56.10000","-13.96859","1.61785"
"56.15000","-13.98125","1.59922"
"56.20000","-13.99344","1.58427"
"56.25000","-14.00594","1.57515"
"56.30000","-14.01828","1.61717"
"56.35000","-14.03078","1.59411"
"56.40000","-14.04328","1.62401"
"56.45000","-14.05578","1.59792"
"56.50000","-14.06812","1.58778"
"56.55000","-14.08047","1.59811"
"56.60000","-14.09297","1.59100"
"56.65000","-14.10531","1.59222"
"56.70000","-14.11812","1.62730"
"56.75000","-14.13031","1.60477"
"56.80000","-14.14281","1.63166"
"56.85000","-14.15547","1.58641"
"56.90000","-14.16750","1.63054"
"56.95000","-14.18016","1.61711"
"57.00000","-14.19266","1.58548"
"57.05000","-14.20500","1.59223"
"57.10000","-14.21750","1.61422"
"57.15000","-14.22984","1.59689"
"57.20000","-14.24219","1.61605"
"57.25000","-14.25469","1.59049"
"57.30000","-14.26719","1.62736"
"57.35000","-14.27969","1.62162"
"57.40000","-14.29234","1.60067"
"57.45000","-14.30469","1.58396"
"57.45600","-14.30609","1.58760"
